stmt_ref,original_trade_ref,isin,security_desc,qty,exec_price,trade_dt,settle_dt,cycle,custodian_code,custodian_name,exch,direction,ccy
CS-TRD-00770,TRD-00770,INE059B01024,RAIN INDUSTRIES,500,143.8326,2026-06-23,2026-06-24,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00771,TRD-00771,INE018A01030,LARSEN & TOUBRO,1100,3589.3877,2026-06-23,2026-06-24,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00772,TRD-00772,INE550C01020,TV TODAY NETWORK,90,214.8028,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00773,TRD-00773,INE030A01027,HINDUSTAN UNILEVER,2200,2626.2722,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00774,TRD-00774,INE019A01038,WIPRO,70,472.2344,2026-06-23,2026-06-24,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00775,TRD-00775,INE030A01027,HINDUSTAN UNILEVER,500,2595.1116,2026-06-23,2026-06-24,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00776,TRD-00776,INE044A01036,DABUR INDIA,4,557.7886,2026-06-23,2026-06-23,T0,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00777,TRD-00777,INE628A01036,ULTRATECH CEMENT,70,10398.0636,2026-06-23,2026-06-23,T0,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00778,TRD-00778,INE018A01030,LARSEN & TOUBRO,2000,3617.9853,2026-06-23,2026-06-23,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00779,TRD-00779,INE576I01022,GRINDWELL NORTON,20,2176.0294,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00780,TRD-00780,INE018A01030,LARSEN & TOUBRO,25,3596.0515,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00781,TRD-00781,INE726G01019,TRENT,18,5855.6692,2026-06-24,2026-06-24,T0,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00782,TRD-00782,INE044A01036,DABUR INDIA,425,608.1037,2026-06-24,2026-06-25,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00783,TRD-00783,INE104S01021,UJJIVAN SFB,2000,40.5319,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00784,TRD-00784,INE205A01025,SIEMENS,55,5898.8923,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00785,TRD-00785,INE030A01027,HINDUSTAN UNILEVER,3,2448.4346,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00786,TRD-00786,INE101A01026,KOTAK MAHINDRA BANK,4000,1860.7832,2026-06-24,2026-06-25,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00787,TRD-00787,INE205A01025,SIEMENS,600,5810.2287,2026-06-24,2026-06-25,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00788,TRD-00788,INE585B01010,MARUTI SUZUKI,25,12352.7360,2026-06-24,2026-06-25,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00789,TRD-00789,INE528G01035,SHRIRAM FINANCE,700,2608.2363,2026-06-24,2026-06-24,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00790,TRD-00790,INE628A01036,ULTRATECH CEMENT,650,9962.9265,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00791,TRD-00791,INE545U01014,NAZARA TECHNOLOGIES,150,768.3662,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00792,TRD-00792,INE585B01010,MARUTI SUZUKI,6,12335.6862,2026-06-24,2026-06-25,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00793,TRD-00793,INE795G01014,POWER GRID CORPORATION,3500,304.6781,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00794,TRD-00794,INE124N01016,ANGEL ONE,1800,2373.3100,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00795,TRD-00795,INE062A01020,STATE BANK OF INDIA,7500,783.2383,2026-06-24,2026-06-25,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00796,TRD-00796,INE576I01022,GRINDWELL NORTON,160,2029.2043,2026-06-24,2026-06-25,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00797,TRD-00797,INE259A01022,GODREJ CONSUMER PRODUCTS,9000,1337.0748,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00798,TRD-00798,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,13,716.8747,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00799,TRD-00799,INE761H01022,AFFLE (INDIA),550,1062.2848,2026-06-24,2026-06-25,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00800,TRD-00800,INE030A01027,HINDUSTAN UNILEVER,1300,2379.2050,2026-06-24,2026-06-25,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00801,TRD-00801,INE092T01019,ZOMATO,200,242.4041,2026-06-24,2026-06-25,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00802,TRD-00802,INE104S01021,UJJIVAN SFB,200,42.7263,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00803,TRD-00803,INE129A01019,GAIL (INDIA),1800,175.7141,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00804,TRD-00804,INE467B01029,TATA CONSULTANCY SERVICES,1900,3443.9766,2026-06-24,2026-06-25,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00805,TRD-00805,INE104S01021,UJJIVAN SFB,1600,45.0388,2026-06-24,2026-06-25,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00806,TRD-00806,INE761H01022,AFFLE (INDIA),1400,1090.3517,2026-06-24,2026-06-25,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00807,TRD-00807,INE00IN01015,PAYTM (ONE97),100,409.7320,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00808,TRD-00808,INE628A01036,ULTRATECH CEMENT,900,9587.4507,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00809,TRD-00809,INE205A01025,SIEMENS,850,6443.3014,2026-06-24,2026-06-25,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00810,TRD-00810,INE00IN01015,PAYTM (ONE97),2600,405.1265,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00811,TRD-00811,INE576I01022,GRINDWELL NORTON,17,2158.8129,2026-06-24,2026-06-25,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00812,TRD-00812,INE019A01038,WIPRO,17,454.0454,2026-06-24,2026-06-25,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00813,TRD-00813,INE047A01021,TITAN COMPANY,2800,3227.4613,2026-06-24,2026-06-25,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00814,TRD-00814,INE019A01038,WIPRO,90,488.0798,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00815,TRD-00815,INE047A01021,TITAN COMPANY,250,3285.6639,2026-06-24,2026-06-24,T0,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00816,TRD-00816,INE205A01025,SIEMENS,10,6006.7175,2026-06-24,2026-06-24,T0,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00817,TRD-00817,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,16,1445.5584,2026-06-24,2026-06-25,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00818,TRD-00818,INE090A01021,ICICI BANK,2400,1264.1843,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00819,TRD-00819,INE917I01010,AVENUE SUPERMARTS (DMART),95,3967.2402,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00820,TRD-00820,INE576I01022,GRINDWELL NORTON,1500,1971.4231,2026-06-24,2026-06-25,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00821,TRD-00821,INE129A01019,GAIL (INDIA),350,182.6303,2026-06-24,2026-06-25,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00822,TRD-00822,INE019A01038,WIPRO,16,477.3429,2026-06-24,2026-06-25,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00823,TRD-00823,INE00IN01015,PAYTM (ONE97),225,467.9434,2026-06-24,2026-06-25,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00824,TRD-00824,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,50,770.3557,2026-06-24,2026-06-25,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00825,TRD-00825,INE528G01035,SHRIRAM FINANCE,1022,2534.6416,2026-06-24,2026-06-25,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00826,TRD-00826,INE002A01018,RELIANCE INDUSTRIES,171,3030.8967,2026-06-24,2026-06-25,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00827,TRD-00827,INE361B01024,CANARA BANK,80,105.8351,2026-06-24,2026-06-25,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00828,TRD-00828,INE121A01024,CHOLAMANDALAM INVESTMENT,82,1451.2669,2026-06-24,2026-06-25,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00829,TRD-00829,INE044A01036,DABUR INDIA,2500,540.2461,2026-06-24,2026-06-25,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00830,TRD-00830,INE129A01019,GAIL (INDIA),200,199.0014,2026-06-25,2026-06-25,T0,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00831,TRD-00831,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,300,776.2454,2026-06-25,2026-06-29,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00832,TRD-00832,INE101A01026,KOTAK MAHINDRA BANK,600,1828.6988,2026-06-25,2026-06-25,T0,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00833,TRD-00833,INE00WK01013,ROUTE MOBILE,1,1530.7781,2026-06-25,2026-06-29,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00834,TRD-00834,INE628A01036,ULTRATECH CEMENT,300,9564.7179,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00835,TRD-00835,INE148O01018,EID PARRY (INDIA),30,774.5443,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00836,TRD-00836,INE062A01020,STATE BANK OF INDIA,8000,790.6661,2026-06-25,2026-06-29,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00837,TRD-00837,INE238A01034,AXIS BANK,140,1178.4507,2026-06-25,2026-06-29,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00838,TRD-00838,INE101A01026,KOTAK MAHINDRA BANK,1200,1831.7048,2026-06-25,2026-06-29,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00839,TRD-00839,INE101A01026,KOTAK MAHINDRA BANK,4000,1823.9275,2026-06-25,2026-06-29,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00840,TRD-00840,INE002A01018,RELIANCE INDUSTRIES,1400,2964.0008,2026-06-25,2026-06-25,T0,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00841,TRD-00841,INE148O01018,EID PARRY (INDIA),20,722.4100,2026-06-25,2026-06-29,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00842,TRD-00842,INE047A01021,TITAN COMPANY,9,3301.8168,2026-06-25,2026-06-29,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00843,TRD-00843,INE140A01024,BANK OF BARODA,90,237.6440,2026-06-25,2026-06-25,T0,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00844,TRD-00844,INE148I01020,POLICYBAZAAR (PB FINTECH),1000,1678.1218,2026-06-25,2026-06-25,T0,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00845,TRD-00845,INE030A01027,HINDUSTAN UNILEVER,1400,2434.8777,2026-06-25,2026-06-29,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00846,TRD-00846,INE044A01036,DABUR INDIA,110,598.9495,2026-06-25,2026-06-29,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00847,TRD-00847,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,7,1287.1552,2026-06-25,2026-06-29,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00848,TRD-00848,INE009A01021,INFOSYS,800,1649.0403,2026-06-25,2026-06-25,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00849,TRD-00849,INE397D01024,BHARAT FORGE,8000,1204.5818,2026-06-25,2026-06-29,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00850,TRD-00850,INE669E01016,BHARTI AIRTEL,17,1680.3641,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00851,TRD-00851,INE154A01025,ITC,100,444.2141,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00852,TRD-00852,INE216A01030,BHARAT ELECTRONICS,3,307.6140,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00853,TRD-00853,INE059B01024,RAIN INDUSTRIES,200,149.5278,2026-06-25,2026-06-29,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00854,TRD-00854,INE917I01010,AVENUE SUPERMARTS (DMART),50,3916.9902,2026-06-25,2026-06-29,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00855,TRD-00855,INE090A01021,ICICI BANK,600,1153.4870,2026-06-25,2026-06-25,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00856,TRD-00856,INE259A01022,GODREJ CONSUMER PRODUCTS,40,1259.7093,2026-06-25,2026-06-29,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00857,TRD-00857,INE795G01014,POWER GRID CORPORATION,1700,299.9936,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00858,TRD-00858,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,600,785.9087,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00859,TRD-00859,INE021A01026,ASIAN PAINTS,17,2902.5235,2026-06-25,2026-06-29,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00860,TRD-00860,INE628A01036,ULTRATECH CEMENT,750,10068.5622,2026-06-25,2026-06-29,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00861,TRD-00861,INE176A01028,BAJAJ FINANCE,425,7099.4123,2026-06-25,2026-06-29,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00862,TRD-00862,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,17,1276.9080,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00863,TRD-00863,INE585B01010,MARUTI SUZUKI,900,12619.7950,2026-06-25,2026-06-29,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00864,TRD-00864,INE062A01020,STATE BANK OF INDIA,400,787.4962,2026-06-25,2026-06-25,T0,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00865,TRD-00865,INE03VK01010,CARTRADE TECH,10000,655.0184,2026-06-25,2026-06-29,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00866,TRD-00866,INE021A01026,ASIAN PAINTS,70,2960.3128,2026-06-25,2026-06-25,T0,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00867,TRD-00867,INE062A01020,STATE BANK OF INDIA,7273,858.1902,2026-06-25,2026-06-25,T0,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00868,TRD-00868,INE795G01014,POWER GRID CORPORATION,100,330.7984,2026-06-25,2026-06-25,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00869,TRD-00869,INE467B01029,TATA CONSULTANCY SERVICES,350,3778.9404,2026-06-25,2026-06-29,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00870,TRD-00870,INE090A01021,ICICI BANK,7000,1153.7089,2026-06-25,2026-06-29,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00871,TRD-00871,INE528G01035,SHRIRAM FINANCE,15,2604.8292,2026-06-25,2026-06-29,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00872,TRD-00872,INE00WK01013,ROUTE MOBILE,11,1301.9686,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00873,TRD-00873,INE545U01014,NAZARA TECHNOLOGIES,16,817.9457,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00874,TRD-00874,INE917I01010,AVENUE SUPERMARTS (DMART),50,3864.1544,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00875,TRD-00875,INE129A01019,GAIL (INDIA),2000,194.8613,2026-06-25,2026-06-29,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00876,TRD-00876,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,4000,751.0690,2026-06-25,2026-06-29,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00877,TRD-00877,INE752E01010,PIDILITE INDUSTRIES,2800,2941.5783,2026-06-25,2026-06-25,T0,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00878,TRD-00878,INE669E01016,BHARTI AIRTEL,2500,1579.4595,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00879,TRD-00879,INE545U01014,NAZARA TECHNOLOGIES,3200,801.6208,2026-06-25,2026-06-29,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00880,TRD-00880,INE040A01034,HDFC BANK,600,1638.4373,2026-06-25,2026-06-29,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00881,TRD-00881,INE752E01010,PIDILITE INDUSTRIES,90,2728.4335,2026-06-29,2026-06-29,T0,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00882,TRD-00882,INE726G01019,TRENT,170,5831.0857,2026-06-29,2026-06-30,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00883,TRD-00883,INE585B01010,MARUTI SUZUKI,30,12681.8966,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00884,TRD-00884,INE669E01016,BHARTI AIRTEL,25,1660.0058,2026-06-29,2026-06-30,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00885,TRD-00885,INE062A01020,STATE BANK OF INDIA,8,855.1332,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00886,TRD-00886,INE101A01026,KOTAK MAHINDRA BANK,600,1893.0399,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00887,TRD-00887,INE059B01024,RAIN INDUSTRIES,1600,126.2097,2026-06-29,2026-06-30,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00888,TRD-00888,INE467B01029,TATA CONSULTANCY SERVICES,15,3552.2366,2026-06-29,2026-06-29,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00889,TRD-00889,INE205A01025,SIEMENS,190,5846.2479,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00890,TRD-00890,INE092T01019,ZOMATO,1200,210.3951,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00891,TRD-00891,INE761H01022,AFFLE (INDIA),3000,1178.7759,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00892,TRD-00892,INE761H01022,AFFLE (INDIA),1300,1205.0801,2026-06-29,2026-06-30,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00893,TRD-00893,INE009A01021,INFOSYS,350,1468.5639,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00894,TRD-00894,INE483S01020,LATENT VIEW ANALYTICS,10,423.3469,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00895,TRD-00895,INE160A01022,NESTLE INDIA,3400,2233.1326,2026-06-29,2026-06-30,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00896,TRD-00896,INE216A01030,BHARAT ELECTRONICS,10,325.3936,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00897,TRD-00897,INE795G01014,POWER GRID CORPORATION,300,304.9601,2026-06-29,2026-06-30,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00898,TRD-00898,INE030A01027,HINDUSTAN UNILEVER,55,2504.9355,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00899,TRD-00899,INE148I01020,POLICYBAZAAR (PB FINTECH),600,1627.6746,2026-06-29,2026-06-29,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00900,TRD-00900,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,1500,731.7012,2026-06-29,2026-06-30,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00901,TRD-00901,INE03VK01010,CARTRADE TECH,950,614.8475,2026-06-29,2026-06-30,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00902,TRD-00902,INE104S01021,UJJIVAN SFB,1200,40.0208,2026-06-29,2026-06-30,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00903,TRD-00903,INE121A01024,CHOLAMANDALAM INVESTMENT,375,1444.6711,2026-06-29,2026-06-29,T0,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00904,TRD-00904,INE216A01030,BHARAT ELECTRONICS,20,302.1752,2026-06-29,2026-06-30,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00905,TRD-00905,INE483S01020,LATENT VIEW ANALYTICS,60,456.5910,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00906,TRD-00906,INE101A01026,KOTAK MAHINDRA BANK,190,1834.3514,2026-06-29,2026-06-30,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00907,TRD-00907,INE062A01020,STATE BANK OF INDIA,2888,831.5753,2026-06-29,2026-06-29,T0,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00908,TRD-00908,INE044A01036,DABUR INDIA,7500,551.9186,2026-06-29,2026-06-30,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00909,TRD-00909,INE761H01022,AFFLE (INDIA),1600,1230.0489,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00910,TRD-00910,INE009A01021,INFOSYS,10,1564.3990,2026-06-29,2026-06-30,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00911,TRD-00911,INE883A01011,FINOLEX CABLES,500,931.2751,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00912,TRD-00912,INE483S01020,LATENT VIEW ANALYTICS,8500,527.6237,2026-06-29,2026-06-30,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00913,TRD-00913,INE00IN01015,PAYTM (ONE97),350,411.8248,2026-06-29,2026-06-30,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00914,TRD-00914,INE545U01014,NAZARA TECHNOLOGIES,1400,780.6864,2026-06-29,2026-06-30,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00915,TRD-00915,INE483S01020,LATENT VIEW ANALYTICS,1800,430.9230,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00916,TRD-00916,INE669E01016,BHARTI AIRTEL,25,1602.1550,2026-06-29,2026-06-29,T0,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00917,TRD-00917,INE669E01016,BHARTI AIRTEL,10,1671.2611,2026-06-29,2026-06-30,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00918,TRD-00918,INE585B01010,MARUTI SUZUKI,650,13118.2085,2026-06-29,2026-06-29,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00919,TRD-00919,INE018A01030,LARSEN & TOUBRO,8500,3563.3365,2026-06-29,2026-06-30,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00920,TRD-00920,INE238A01034,AXIS BANK,80,1054.3360,2026-06-29,2026-06-30,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00921,TRD-00921,INE238A01034,AXIS BANK,950,1111.0119,2026-06-29,2026-06-29,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00922,TRD-00922,INE059B01024,RAIN INDUSTRIES,1800,164.3389,2026-06-29,2026-06-30,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00923,TRD-00923,INE205A01025,SIEMENS,300,5800.4343,2026-06-29,2026-06-29,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
